country,country_code,broadband 2000,population 2000,life 2000,child 2000,health 2000,electricity 2000,out_of_school 2000,roads 2000,gdp 2000,unemployment 2000,eiti_gov 2000,eiti_company 2000,coal 2000,oil 2000,gas 2000,btu_total_production 2000,us_total_production 2000,consumption 2000,broadband 2001,population 2001,life 2001,child 2001,health 2001,electricity 2001,out_of_school 2001,roads 2001,gdp 2001,unemployment 2001,eiti_gov 2001,eiti_company 2001,coal 2001,oil 2001,gas 2001,btu_total_production 2001,us_total_production 2001,consumption 2001,broadband 2002,population 2002,life 2002,child 2002,health 2002,electricity 2002,out_of_school 2002,roads 2002,gdp 2002,unemployment 2002,eiti_gov 2002,eiti_company 2002,coal 2002,oil 2002,gas 2002,btu_total_production 2002,us_total_production 2002,consumption 2002,broadband 2003,population 2003,life 2003,child 2003,health 2003,electricity 2003,out_of_school 2003,roads 2003,gdp 2003,unemployment 2003,eiti_gov 2003,eiti_company 2003,coal 2003,oil 2003,gas 2003,btu_total_production 2003,us_total_production 2003,consumption 2003,broadband 2004,population 2004,life 2004,child 2004,health 2004,electricity 2004,out_of_school 2004,roads 2004,gdp 2004,unemployment 2004,eiti_gov 2004,eiti_company 2004,coal 2004,oil 2004,gas 2004,btu_total_production 2004,us_total_production 2004,consumption 2004,broadband 2005,population 2005,life 2005,child 2005,health 2005,electricity 2005,out_of_school 2005,roads 2005,gdp 2005,unemployment 2005,eiti_gov 2005,eiti_company 2005,coal 2005,oil 2005,gas 2005,btu_total_production 2005,us_total_production 2005,consumption 2005,broadband 2006,population 2006,life 2006,child 2006,health 2006,electricity 2006,out_of_school 2006,roads 2006,gdp 2006,unemployment 2006,eiti_gov 2006,eiti_company 2006,coal 2006,oil 2006,gas 2006,btu_total_production 2006,us_total_production 2006,consumption 2006,broadband 2007,population 2007,life 2007,child 2007,health 2007,electricity 2007,out_of_school 2007,roads 2007,gdp 2007,unemployment 2007,eiti_gov 2007,eiti_company 2007,coal 2007,oil 2007,gas 2007,btu_total_production 2007,us_total_production 2007,consumption 2007,broadband 2008,population 2008,life 2008,child 2008,health 2008,electricity 2008,out_of_school 2008,roads 2008,gdp 2008,unemployment 2008,eiti_gov 2008,eiti_company 2008,coal 2008,oil 2008,gas 2008,btu_total_production 2008,us_total_production 2008,consumption 2008,broadband 2009,population 2009,life 2009,child 2009,health 2009,electricity 2009,out_of_school 2009,roads 2009,gdp 2009,unemployment 2009,eiti_gov 2009,eiti_company 2009,coal 2009,oil 2009,gas 2009,btu_total_production 2009,us_total_production 2009,consumption 2009,broadband 2010,population 2010,life 2010,child 2010,health 2010,electricity 2010,out_of_school 2010,roads 2010,gdp 2010,unemployment 2010,eiti_gov 2010,eiti_company 2010,coal 2010,oil 2010,gas 2010,btu_total_production 2010,us_total_production 2010,consumption 2010
Laos,LA,,"5,317,060",61.442,81.3,,,,,,,,,454.25017,0.0,0.0,12582.729709,10970141.6055,0.03448,0,"5,408,912",62.026,76.4,,,,,,,,,415.92522,0.0,0.0,11521.128594,10547863.5792,0.03469,0,"5,496,700",62.624,71.8,,,,14.0699996948,,,,,551.22149,0.0,0.0,15268.835273,14645954.9893,0.0359,0.0004478659,"5,582,028",63.241,67.6,,,,14.4099998474,,,,,495.05233,0.0,0.0,13712.949541,13232748.7809,0.03366,0.0008822925,"5,667,055",63.876,63.4,,,,14.4099998474,,,,,660.12147,0.0,0.0,18285.364719,20173312.1232,0.03681,0.0054576984,"5,753,341",64.513,59.7,,,,13.4,,,,,685.59468,0.0,0.0,18990.972636,25229884.224,0.03848,0.0126849417,"5,841,572",65.133,56.1,,,,12.9,,,,,713.97368,0.0,0.0,19777.070936,28073445.0976,0.04005,0.0780256213,"5,931,385",65.712,53,,,,13.06,,,,,1143.59402,0.0,0.0,31677.554354,46658636.016,0.04305,0.1014114744,"6,022,001",66.237,49.6,,,,13.54,,,,,850.41668,0.0,0.0,23556.542036,43702913.1852,0.04681,0.1374477004,"6,112,143",66.704,47,,,,13.68,,,,,967.7456,0.0,0.0,26806.55312,53651816.064,0.04636,0.1939203354,"6,200,894",67.116,43.9,,,,13.68,,,,,954.71187,0.0,0.0,26445.518799,58122858.6456,0.04524
Nauru,NR,,"10,041",,40,271.37849651,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.00213,,"10,046",,40,252.27350745,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.00214,,"10,057",,40,275.5187482,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.00223,,"10,075",,40,321.85832732,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.00223,,"10,094",,40,291.43172369,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.00226,,"10,114",,40,302.02325546,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.00231,,"10,133",,40,315.14780804,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.00226,,"10,154",,40,412.03925416,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0023,,"10,180",,40,430.52392729,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.00231,,"10,212",,40,407.82552327,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.00237,,"10,255",,40,488.63786728,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.00237
Norway,NO,0.5187524201,"4,490,859",78.76,4.78,2603.03536299,24993.7262955,1179,76,37472.6716743,0.200000003,,,696.66078,3354.60925,1867.4572,8993326.66927,45874660221.2,1.98845,1.9615836142,"4,513,953",78.98,4.67,2785.23666458,25590.6894288,970,77,38025.4989972,0.200000003,,,1970.93271,3422.98368,1945.8565,9251871.11296,52964528412.0,1.89297,4.5240151348,"4,535,599",79.05,4.57,3455.97703088,24620.3361319,1083,77.5,38389.0841118,0.200000003,,,2350.12782,3341.88449,2412.36765,9557081.38845,38916248087.5,1.94002,8.7353924714,"4,558,660",79.61,4.37,4132.79773737,23201.3941297,624,77.5,38539.9018102,0.3000000119,,,3245.20464,3272.95665,2703.36325,9726850.43372,52778257257.9,1.82,14.6271595044,"4,587,046",80.06,4.01,4542.51837705,24214.1069838,2277,77.5,39830.4120422,0.400000006,,,3201.11219,3196.58757,2948.44935,9808931.09533,54012743595.5,1.92523,21.4424962651,"4,623,298",80.29,3.84,4962.98598577,25083.2145327,5999,77.5,40584.2440258,0.400000006,,,1621.50001,2978.21084,3072.405,9426511.30428,60569882069.1,2.0028,26.7029017458,"4,668,802",80.55,3.83,5234.25063336,24099.9322631,5891,79.5910460611,41245.8086254,0.5,,,2640.03571,2786.13958,3093.594,9069020.38242,73080661023.0,1.84424,30.4932967776,"4,722,016",80.61,3.68,6149.78731307,24855.000464,4664,80.45,41904.210215,0.200000003,,,4489.71417,2564.89394,3167.7555,8725720.1497,70969916983.2,1.97706,33.0912929207,"4,778,959",80.672,3.32,6803.23015515,24866.1343078,4194,80.45,41399.7090276,0.200000003,63668570588,63671676471,3780.92796,2463.91665,3503.248,8827663.93168,92751127156.4,1.94232,34.5599646781,"4,834,002",80.744,3.64,6334.99617692,23859.7095797,4407,80.7,40199.3462233,0.200000003,44326727333,44326132333,2911.2043,2352.55525,3663.93125,8728342.27847,45850664486.0,1.89931,35.2562487216,"4,883,111",80.929,3.2,6788.38875614,25175.2210768,3657,80.7,39970.2925284,0.200000003,44326727333,44326132333,2132.97248,2134.62055,3755.75025,8336920.49184,64494817266.5,1.86836
Malawi,MW,,"11,228,756",46.04,164.1,4.31429361,,,,155.271544474,,,,86.796,0.2,0.0,2827.9392,4829680.87266,0.02275,0,"11,529,337",46.292,156.6,3.29785584,,,,143.700151994,,,,53.20857,0.2,0.0,1897.567389,4440588.53326,0.02291,0,"11,833,102",46.729,149.5,6.55987679,,,,142.391447858,,,,65.84106,0.2,0.0,2247.487362,4074198.17927,0.02391,0.0005681376,"12,144,945",47.337,142.6,9.1407055,,22752,45.0200004578,146.365736147,,,,72.86278,0.2,0.0,2441.989006,5166577.63796,0.0244,0.0011064081,"12,472,794",48.099,135.9,12.03233915,,53531,45.0200004578,149.432974835,,,,55.11557,0.2,0.0,1950.391289,5056570.94435,0.02697,0.0031506903,"12,822,587",48.981,129,13.03385834,,53208,45.0200004578,149.484329878,,,,49.60401,0.2,0.0,1797.721077,5887442.87784,0.02836,0.0031506903,"13,195,329",49.939,121.8,14.63257591,,66021,45.0200004578,148.256996122,,,,60.62712,0.2,0.0,2103.061224,7621047.90883,0.02907,0.0116929337,"13,589,404",50.918,109.7,12.70010056,,134555,45.0200004578,157.621367614,,,,66.13868,0.2,0.0,2255.731436,8216667.62152,0.02984,0.0192786734,"14,005,113",51.866,102.3,13.25724954,,69893,45.0200004578,165.696506503,,,,57.62884,0.2,0.0,2020.008868,10472442.3209,0.03121,0.0270040278,"14,442,290",52.747,95.4,16.51971563,,62275,45.0200004578,175.199621162,,,,59.52481,0.2,0.0,2072.527237,7183239.91355,0.02984,0.0343601101,"14,900,841",53.533,89,15.42124932,,62275,45.0200004578,180.902295641,,,,55.11557,0.2,0.0,1950.391289,9384590.70112,0.03061
Cook Islands,CK,,"17,830",,17.1,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0008,,"18,007",,16.2,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0008,,"18,311",,15.2,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0008,,"18,693",,14.6,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0008,,"19,075",,13.8,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.00089,,"19,402",,13.1,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.00098,,"19,659",,12.4,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.00103,,"19,861",,11.8,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.00096,,"20,019",,11.1,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.00101,,"20,156",,10.4,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.00101,,"20,288",,9.9,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.00101
Benin,BJ,,"6,517,810",52.653,139.7,6.94049286,61.2168811303,,,345.950355183,,,,0.0,0.69,0.0,1461.7305,9430773.28069,0.02426,0,"6,721,337",52.908,136.2,8.58306992,61.2168811303,,,352.248461688,,,,0.0,0.7,0.0,1482.915,10819267.1932,0.02449,0.0003026815,"6,937,985",53.15,133,7.64305699,61.2168811303,,,356.60523143,,,,0.0,0.8,0.0,1694.76,9299204.86027,0.02594,0.0002930924,"7,164,976",53.389,129.5,10.97839059,61.2168811303,170091,,358.774753007,,,,0.0,0.4,0.0,847.38,6437911.05711,0.03053,0.0010948927,"7,397,985",53.634,126.4,11.91078734,61.2168811303,156087,9.5,358.24639845,,,,0.0,0.0,0.0,0.0,0.0,0.03556,0.0025675431,"7,633,757",53.896,123.2,13.43001587,61.2168811303,150376,9.5,357.250070315,,,,0.0,0.0,0.0,0.0,0.0,0.03725,0.0190301799,"7,871,707",54.186,120.2,14.26014422,78.3819824595,128840,9.5,360.655410704,,,,0.0,0.0,0.0,0.0,0.0,0.04391,0.0087518473,"8,112,573",54.507,117.2,16,83.0809164984,128840,9.5,366.044966522,,,,0.0,0.0,0.0,0.0,0.0,0.04767,0.0116682903,"8,355,980",54.86,114.5,17,89.8757536519,110063,9.5,373.506686746,,,,0.0,0.0,0.0,0.0,0.0,0.05046,0.0208212937,"8,601,771",55.244,111.7,18,89.8757536519,110063,9.5,376.62162265,,,,0.0,0.0,0.0,0.0,0.0,0.06582,0.0403276836,"8,849,892",55.654,108.8,15,89.8757536519,110063,9.5,377.04430068,,,,0.0,0.0,0.0,0.0,0.0,0.07364
Libya,LY,,"5,231,189",72.299,27.1,123.82346437,2275.58209042,,57.2000007629,6479.71252248,,,,0.0,1469.34531,211.89,3324624.57197,20083578603.9,0.62988,,"5,331,311",72.536,25.9,143.26839756,2302.99826816,,57.2000007629,6084.62853383,,,,0.0,1427.84153,218.2467,3243057.58923,22069818214.5,0.66709,0,"5,434,293",72.756,24.7,117.88191301,2420.00201314,,57.2000007629,5891.72122701,,,,0.0,1383.18318,219.30615,3149510.55767,16078831467.3,0.69699,0,"5,541,062",72.975,23.6,121.34846893,2453.13984936,,57.2000007629,6529.36089629,,,,0.0,1484.8877,194.2325,3339892.84806,23899943480.3,0.68428,0,"5,652,797",73.199,22.4,128.50109059,2556.07976016,,57.2000007629,6681.91262888,,,,0.0,1582.29672,284.6389,3636655.38648,26681019897.3,0.75794,0,"5,769,709",73.432,21.5,137.82907734,3412.99708529,,57.2000007629,7194.62172761,,,,0.0,1721.29252,399.0595,4045531.63899,34962507950.9,0.77201,0.1636991668,"5,893,738",73.672,20.5,147.37987027,3779.09571141,,57.2000007629,7458.76645411,,,,0.0,1809.57667,465.98143,4299479.12656,47388364559.2,0.73147,0.1627081814,"6,023,053",73.911,19.5,224.32957953,3965.26479179,,57.2000007629,7736.54427426,,,,0.0,1844.70319,539.6132,4447524.67286,50900466057.0,0.75824,0.7519489009,"6,149,620",74.143,18.7,329.5527533,4001.22283979,,57.2000007629,7865.2543761,,,,0.0,1874.4418,561.5085,4532419.73121,70397810748.2,0.73771,1.0059611983,"6,262,667",74.366,17.7,282.49288256,4170.10835799,,57.2000007629,7885.4680369,,,,0.0,1790.10934,561.54382,4353800.95132,34758499295.3,0.77865,1.1455546814,"6,355,112",74.58,17,332.69296609,4269.7909966,,57.2000007629,7885.4680369,,,,0.0,1789.10981,593.78641,4383926.08699,53936498886.2,0.83996
Cuba,CU,,"11,104,313",76.376,8.5,151.0828396,1140.18760098,19478,49,2752.55209395,,,,0.0,43.87799,21.189,114142.327915,599802971.6,0.45968,0,"11,140,168",76.592,8.1,160.86265099,1160.39542671,25130,49,2831.0035379,,,,0.0,51.46238,10.5945,119614.978911,795454206.914,0.46595,0,"11,175,434",76.83,7.7,171.69048072,1187.69436605,30812,49,2862.38565045,,,,0.0,48.54399,12.36025,115198.265615,564315187.481,0.46699,0,"11,208,029",77.097,7.4,180.58648935,1195.66071787,49132,49,2962.26917906,,,,0.0,56.27552,13.06655,132283.425344,905809665.861,0.46354,0,"11,234,970",77.391,7.1,185.83274821,1176.95018322,47874,49,3125.70481497,,,,0.0,59.2131,13.06655,138506.541695,998477358.05,0.51958,0,"11,254,242",77.701,6.9,281.82552645,1155.83084138,43329,49,3469.88520332,,,,0.0,53.45519,14.126,127368.147255,1085782544.43,0.45093,0,"11,265,124",78.011,6.7,332.24802064,1226.79519551,34187,49,3884.7985149,,,,0.0,52.24967,14.126,124814.313411,1368294568.63,0.35559,0.0172690927,"11,268,687",78.303,6.5,556.63170955,1300.15147284,10155,49,4165.60038321,,,,0.0,51.63393,21.189,130572.899008,1424758800.76,0.37219,0.0199344896,"11,266,905",78.565,6.3,557.0487718,1319.70581096,4056,49,4337.77695233,,,,0.0,50.69913,40.9654,148368.971948,1904280208.78,0.35797,0.0255979333,"11,262,628",78.791,6.1,623.26719459,1329.97378587,1702,49,4402.30755362,,,,0.0,46.34204,40.9654,139138.694638,899910269.321,0.41463,0.0329188133,"11,257,979",78.981,5.9,555.26596691,1299.43393925,1370,49,4495.05464634,,,,0.0,51.52764,37.78705,146945.778958,1553493249.75,0.39997
Botswana,BW,0,"1,757,925",50.852,81.1,94.37971997,905.613151869,59142,,3204.1154831,,,,1043.88886,0.0,0.0,28915.721422,25209915.969,0.05755,0,"1,784,449",49.902,80.8,126.25673322,1133.68328263,53350,,3268.358809,,,,1025.14956,0.0,0.0,28396.642812,25997792.8416,0.05139,0,"1,808,103",49.433,78.4,145.24293934,1245.50426607,51479,35.2999992371,3516.20791849,,,,1050.50273,0.0,0.0,29098.925621,27911857.5361,0.05201,0,"1,830,127",49.43,72.1,180.41470247,1315.75568253,50031,35.1399993896,3691.88279895,,,,907.20225,0.0,0.0,25129.502325,24249516.1425,0.05007,0,"1,852,243",49.849,59.1,346.12205466,1363.75194831,46055,33.2000007629,3865.86163806,,,,1006.41027,0.0,0.0,27877.564479,30755897.8512,0.05715,0.0853027153,"1,875,673",50.568,46.1,310.94278028,1421.35649444,47012,32.5999984741,3880.26689466,,,,1085.77669,0.0,0.0,30076.014313,39956582.192,0.06134,0.0946917389,"1,900,905",51.415,37.9,290.83239465,1439.84049703,42416,32.5999984741,4025.39535986,,,,1060.42353,0.0,0.0,29373.731781,41695853.1996,0.06223,0.1836537763,"1,927,540",52.209,34.2,386.01241019,1489.98204966,43188,32.5999984741,4160.66259703,,,,912.71381,0.0,0.0,25282.172537,37238723.448,0.06069,0.4552844198,"1,954,822",52.812,32.6,407.24063721,1512.15814023,42294,32.5999984741,4223.23415093,,,,1003.10334,0.0,0.0,27785.962518,51549480.6426,0.06339,0.504648825,"1,981,576",53.166,30.1,441.99418214,1508.39533785,38192,32.5999984741,3965.18896553,,,,813.50578,0.0,0.0,22534.110106,45100760.4432,0.06514,0.5968111609,"2,006,945",53.27,27.5,445.76072306,1586.49091031,38192,32.5999984741,4189.68670196,,,,1089.08362,0.0,0.0,30167.616274,66303410.7856,0.0743
Montenegro,ME,,"632,606",74.924,12.6,80.66829778,,,,1555.91252122,,,,,,,,,,,"630,299",74.706,12,109.55477478,,,,1578.78510351,,,,,,,,,,,"628,594",74.5,11.5,120.33579689,,,,1613.14568502,,,,,,,,,,,"627,500",74.316,10.9,181.39265689,,884,,1656.35703776,,,,,,,,,,0,"626,912",74.164,10.4,206.49223775,,884,,1730.85865163,,,,,,,,,,1.2229971328,"626,739",74.059,9.9,216.99464167,6371.07312613,682,,1804.05255375,,,,,,,,,,1.2229971328,"627,074",74.013,9.4,241.5566457,6506.40913194,510,,1958.15441483,,,,1666.69478,0.0,0.0,46167.445406,65534438.7496,0.04016,2.5710154436,"627,962",74.026,9,317.35831303,6605.49523697,1784,,2164.61162894,,,,1326.08057,0.0,0.0,36732.431789,54104087.256,0.03602,5.4402123382,"629,185",74.096,8.5,404.11672705,6389.21779763,2240,,2309.47197283,,,,1918.02177,0.0,0.0,53129.203029,98567138.7603,0.04311,8.4160936496,"630,435",74.216,8,442.85717356,5042.54998533,2240,,2173.51395655,,,,1054.91197,0.0,0.0,29221.061569,58484319.6168,0.03953,8.2911392405,"631,490",74.38,7.6,388.48505379,5547.19789704,2240,,2224.1298405,,,,2136.27941,0.0,0.0,59174.939657,130056690.481,0.04752
Saint Kitts and Nevis,KN,,"46,083",,16.3,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.00145,,"46,695",,15.1,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.00145,1.0704345964,"47,307",,14.2,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.00145,4.2817383858,"47,923",,13.3,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.00163,9.0641287106,"48,543",,12.3,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.00179,13.2186362435,"49,173",,11.4,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.00189,17.66678043,"49,811",,10.6,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.00249,19.0268556139,"50,455",,10,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.00354,21.7290908379,"51,102",,9.3,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.00355,25.1198021333,"51,752",,8.6,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.00372,28.0769230769,"52,402",,8.1,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.00372
Togo,TG,,"4,793,504",54.841,127.8,4.0760665,97.8407444742,87303,31.6000003815,270.000876119,,,,0.0,0.0,0.0,0.0,0.0,0.02191,0,"4,926,142",54.966,126,3.33228247,101.70230578,76690,31.6000003815,258.45688877,,,,0.0,0.0,0.0,0.0,0.0,0.01588,0,"5,050,919",55.071,124.6,2.64229195,98.991886427,73474,31.6000003815,249.747531333,,,,0.0,0.0,0.0,0.0,0.0,0.02058,0,"5,170,252",55.158,122.8,4.66110173,106.184379407,71811,31.6000003815,256.071082403,,,,0.0,0.0,0.0,0.0,0.0,0.03206,0,"5,288,273",55.241,121.2,6.16070309,111.000320899,67260,31.6000003815,255.661429395,,,,0.0,0.0,0.0,0.0,0.0,0.03397,0,"5,408,044",55.337,119.7,7.41416295,113.534579231,63002,31.6000003815,252.950350251,,,,0.0,0.0,0.0,0.0,0.0,0.03354,0,"5,529,908",55.471,117.9,8.98786089,113.021771791,58786,31.6000003815,257.400715366,,,,0.0,0.0,0.0,0.0,0.0,0.03483,0.0212460668,"5,652,811",55.66,116.5,9.61979178,107.203301154,55429,21,257.571790012,,,,0.0,0.0,0.0,0.0,0.0,0.03759,0.0330803864,"5,776,837",55.915,114.7,13.21661836,107.203301154,51411,21,258.038595531,,,,0.0,0.0,0.0,0.0,0.0,0.04271,0.0456296906,"5,901,859",56.237,113.2,17.56904368,107.203301154,51411,21,261.054039829,,,,0.0,0.0,0.0,0.0,0.0,0.02184,0.0639017916,"6,027,798",56.624,111.7,17.96115138,107.203301154,51411,21,265.922049226,,,,0.0,0.0,0.0,0.0,0.0,0.02309
China,CN,0.0017946454,"1,269,116,737",71.286,35,16.61727941,993.337002879,,,949.178062083,,,,1514054.41472,3377.52732,962.33375,50056763.7888,82731733024.1,41.76335,0.0264402249,"1,277,903,627",71.593,32.7,16.80674612,1077.04131777,,,1020.5199935,,,,1625972.08705,3434.63486,1070.39765,53385926.6805,94325418669.0,43.46147,0.2576140269,"1,285,933,789",71.874,30.3,19.38332545,1195.44126835,,,1105.95255696,,,,1716604.12703,3534.86154,1152.6816,56191043.3481,86703112252.8,48.24517,0.8707707234,"1,293,396,654",72.127,28.1,22.15497783,1380.20024837,,,1208.99396097,,,,1951927.76069,3572.90599,1211.3045,62848726.1656,1.09686431048e+11,53.94628,1.92424281,"1,300,552,134",72.353,25.9,26.6265517,1586.77082731,,,1323.21992869,,,,2132343.0609,3674.7525,1439.4394,68290121.6206,1.27133243158e+11,60.57319,2.8648789617,"1,307,593,489",72.555,23.9,31.15907201,1783.85466204,,40.7999992371,1464.107627,,,,2477879.09121,3809.01563,1762.9248,78469384.7879,1.68560271818e+11,69.05599,3.8788881939,"1,314,581,402",72.741,22,37.96834315,2041.95130509,,44.0999984741,1640.86151829,,,,2647755.19252,3884.34579,2066.56317,83638174.3416,2.05837802104e+11,75.41612,5.0394381907,"1,321,481,935",72.919,20.4,53.72577706,2330.24732811,,49.6,1864.10270222,,,,2844310.53566,3956.03877,2446.27005,89614342.2201,2.25213507093e+11,80.54301,6.2566479574,"1,328,275,524",73.099,18.8,78.2202325,2457.53649063,,53.5,2032.6149803,,,,3021899.50955,4036.66601,2685.3526,94943444.1234,3.06910023932e+11,86.07625,7.8097913443,"1,334,908,820",73.03,17.3,100.4264327,2632.52640118,,53.5,2208.4039475,,,,3301802.81921,4067.54429,2975.00623,103051833.523,2.62037008443e+11,95.61906,9.4401105881,"1,341,335,152",73.246,15.9,118.38841636,2943.52624596,,53.5,2426.33246634,,,,3505519.87925,4362.75795,3334.08915,109679274.384,3.44948235136e+11,102.175
Armenia,AM,,"3,076,098",71.191,29.8,7.06890421,1294.82220657,,,621.424826319,,,,0.0,0.0,0.0,0.0,0.0,0.16247,0.0001957068,"3,065,810",71.672,28.3,10.99669245,1262.9615012,11793,,683.096784161,30.5,,,0.0,0.0,0.0,0.0,0.0,0.1646,0.0002613468,"3,061,067",72.116,27,10.56810909,1225.38970888,21339,,774.36997788,30.5,,,0.0,0.0,0.0,0.0,0.0,0.16393,0.0003267382,"3,060,554",72.517,25.7,13.90976579,1302.05185074,22730,91.2699966431,883.245701379,30.5,,,0.0,0.0,0.0,0.0,0.0,0.17541,0.0326518671,"3,062,612",72.868,24.7,16.27603376,1411.21369602,20090,90.1200027466,975.046816591,30.5,,,0.0,0.0,0.0,0.0,0.0,0.18063,0.064906388,"3,065,954",73.165,23.2,23.63018997,1479.47425173,15529,89.9700012207,1109.03378691,30.5,,,0.0,0.0,0.0,0.0,0.0,0.20159,0.064906388,"3,069,844",73.41,22.3,32.99302227,1580.21059051,10120,88.9789962769,1253.81330048,30.5,,,0.0,0.0,0.0,0.0,0.0,0.2038,0.1268630572,"3,074,181",73.616,21.1,48.33147887,1691.50742913,4343,89.04,1424.19056199,30.5,,,0.0,0.0,0.0,0.0,0.0,0.22112,0.3597819743,"3,079,087",73.794,20.2,63.53859502,1576.44132822,4343,90.52,1520.03393087,30.5,,,0.0,0.0,0.0,0.0,0.0,0.21598,1.0142370499,"3,084,979",73.954,19.2,55.95422301,1550.41574027,4343,93.562622,1302.45698027,30.5,,,0.0,0.0,0.0,0.0,0.0,0.20127,2.7547542044,"3,092,072",74.101,18.3,54.23876024,1606.36621657,4343,93.562622,1326.71086353,30.5,,,0.0,0.0,0.0,0.0,0.0,0.21196
Antigua and Barbuda,AG,,"77,656",,14.8,281.39296193,,,,10143.3680765,,,,0.0,0.0,0.0,0.0,0.0,0.00725,0,"79,165",,14,265.67810784,,,,9639.57766629,,,,0.0,0.0,0.0,0.0,0.0,0.00727,0,"80,507",,13.1,266.94941181,,,32.9599990845,9753.30831123,,,,0.0,0.0,0.0,0.0,0.0,0.00732,0,"81,716",,12.4,278.5097619,,,32.9599990845,10241.6848388,,,,0.0,0.0,0.0,0.0,0.0,0.00776,0.1207175451,"82,838",,11.7,290.61631225,,,32.9599990845,10599.2846683,,,,0.0,0.0,0.0,0.0,0.0,0.00836,0.9378426045,"83,916",,10.9,304.66974911,,,32.9599990845,11102.9321569,,,,0.0,0.0,0.0,0.0,0.0,0.00909,1.8139655335,"84,952",,10.4,350.9846955,,,32.9599990845,12452.2820377,,,,0.0,0.0,0.0,0.0,0.0,0.00927,2.6368767091,"85,935",,9.7,396.55510517,,1112,32.9599990845,13495.1274663,,,,0.0,0.0,0.0,0.0,0.0,0.00891,5.7388842209,"86,881",,9.1,408.58569001,,1011,32.9599990845,13352.1685443,,,,0.0,0.0,0.0,0.0,0.0,0.00973,7.2663492859,"87,802",,8.6,403.15831834,,1060,32.9599990845,11645.6349091,,,,0.0,0.0,0.0,0.0,0.0,0.00943,8.0897727273,"88,710",,8.1,489.45570043,,1349,32.9599990845,10614.7943154,,,,0.0,0.0,0.0,0.0,0.0,0.00941
Dominican Republic,DO,,,,,60.35988891,728.354752759,181222,,2792.91769578,,,,0.0,0.15427,0.0,326.8132815,2108529.55654,0.23415,,,,,54.09615092,1039.39192249,181222,,2799.68995452,,,,0.0,0.09473,0.0,200.6807685,1464155.97316,0.24458,,,,,57.53833366,1256.21278536,113112,,2916.78335354,,,,0.0,0.06702,0.0,141.978519,779040.887169,0.25249,,,,,43.843294,1327.34538261,129531,,2865.84728036,,,,0.0,0.01195,0.0,25.3154775,192332.592831,0.28608,,,,,36.15062773,1143.37787713,210552,,2860.65196688,,,,0.0,0.44867,0.0,950.4849615,7565112.64141,0.27171,,,,,62.65970472,1275.97790521,189062,,3080.31549557,,,,0.0,0.38925,0.0,824.6066625,7905697.29678,0.27188,,,,,78.01417473,1299.59880978,205601,,3360.40865632,,,,0.0,0.30857,0.0,653.6901165,8080197.89788,0.28134,,,,,83.0574447,1373.69525703,128831,,3594.07325077,,,,0.0,0.39215,0.0,830.7501675,10819829.2331,0.29372,,,,,99.70800637,1392.76486537,170507,,3730.9098521,,,,0.0,0.26603,0.0,563.5712535,9990618.62472,0.29398,,,,,115.39192527,1358.19138638,56136,,3807.80978703,,,,0.0,0.03457,0.0,73.2348165,671208.431689,0.28108,,,,,140.17783079,1442.18177716,84674,,4049.03910706,,,,0.0,0.0611,0.0,129.437295,1841906.79125,0.28926
